"period_year" "period_no" "period_week" "item_no" "u_sales"
"5455" 2013 3 10 9094 25
"5456" 2013 2 7 8885 22
"5457" 2014 1 2 11562 850
"5458" 2013 3 12 8272 30
"5459" 2013 2 9 9394 194
"5460" 2014 1 2 30998 52
"5461" 2014 1 3 61015 -395
"5462" 2014 1 2 52292 22
"5463" 2015 1 5 10381 18
"5464" 2014 2 9 8939 50
"5465" 2014 3 12 16307 32
"5466" 2015 2 9 31793 850
"5467" 2015 1 5 36492 36
"5468" 2013 1 3 10361 10
"5469" 2015 1 2 27426 3
"5470" 2015 1 2 11110 3
"5471" 2015 3 12 4381 6
"5472" 2013 3 12 92282 29
"5473" 2013 2 9 54964 50
"5474" 2015 3 12 8818 1102
"5475" 2013 2 8 11053 13
"5476" 2015 2 9 8089 13
"5477" 2014 3 12 83901 2
"5478" 2014 3 11 17053 23
"5479" 2014 2 8 11700 80
"5480" 2014 2 9 52437 18
"5481" 2013 1 4 48902 12
"5482" 2014 3 12 10960 2
"5483" 2015 3 11 74032 11
"5484" 2014 2 8 8895 33
"5485" 2015 2 9 9901 48
"5486" 2013 2 7 18849 5
"5487" 2014 2 9 70001 170
"5488" 2014 3 11 36632 82
"5489" 2013 1 5 52278 7
"5490" 2013 1 5 17090 287
"5491" 2015 2 6 8137 4
"5492" 2015 3 12 8709 4
"5493" 2013 1 4 11902 46
"5494" 2013 1 2 19943 48
"5495" 2015 1 2 20473 19
"5496" 2013 1 4 10362 2
"5497" 2014 1 3 19707 1
"5498" 2013 2 8 12905 70
"5499" 2015 2 9 11069 27
"5500" 2013 1 5 10910 2
"5501" 2014 1 5 16595 63
"5502" 2013 3 12 11060 87
"5503" 2013 1 5 74777 2
"5504" 2014 1 2 9687 15
"5505" 2014 1 3 8761 2
"5506" 2013 2 9 15096 187
"5507" 2014 2 8 73200 9
"5508" 2015 1 5 16140 14
"5509" 2015 2 8 8088 1
"5510" 2015 1 1 18348 2
"5511" 2013 2 9 56026 15
"5512" 2014 2 9 10396 16
"5513" 2015 3 12 19950 9
"5514" 2013 1 1 34927 156
"5515" 2014 2 7 12011 1
"5516" 2015 1 2 11067 11
"5517" 2013 3 12 52099 2
"5518" 2014 2 9 72849 17
"5519" 2014 3 12 92288 1
"5520" 2013 1 3 8088 4
"5521" 2015 2 7 30906 42
"5522" 2015 3 12 9064 16
"5523" 2014 2 7 11902 26
"5524" 2013 2 6 8692 8
"5525" 2013 3 11 52258 1
"5526" 2014 3 12 49019 78
"5527" 2015 1 2 12195 5
"5528" 2015 3 11 95031 5
"5529" 2015 1 1 11418 4
"5530" 2014 1 1 18382 3
"5531" 2015 2 6 8598 1
"5532" 2014 3 12 11733 3
"5533" 2013 1 1 9677 22
"5534" 2015 3 12 8045 22
"5535" 2014 3 10 52443 15
"5536" 2013 3 11 48302 2
"5537" 2015 1 4 45877 1450
"5538" 2014 2 7 48925 15
"5539" 2015 1 2 8969 14
"5540" 2014 1 3 8137 7
"5541" 2015 2 8 73369 2765
"5542" 2015 3 11 8911 6
"5543" 2014 1 5 12974 1
"5544" 2013 2 7 12045 236
"5545" 2015 1 2 28067 23
"5546" 2014 3 11 11952 7
"5547" 2015 1 1 92285 2
"5548" 2014 2 8 8829 103
"5549" 2014 1 2 1114 6
"5550" 2013 1 3 20448 8
"5551" 2014 2 6 7530 6
"5552" 2014 2 7 8281 59
"5553" 2013 1 3 8592 17
"5554" 2014 3 10 8599 1
"5555" 2013 1 5 9699 129
"5556" 2015 3 11 18383 22
"5557" 2013 1 2 48376 5
"5558" 2013 1 5 49121 9
"5559" 2015 1 4 31622 12
"5560" 2015 3 11 13743 39
"5561" 2014 1 4 12930 5
"5562" 2013 1 2 52283 1
"5563" 2015 3 10 17211 62
"5564" 2015 3 10 8555 5
"5565" 2013 3 10 58328 0
"5566" 2014 2 9 8873 25
"5567" 2015 1 2 11571 9
"5568" 2015 1 5 10338 3
"5569" 2014 1 3 12070 147
"5570" 2015 3 10 8867 5
"5571" 2013 1 2 12060 20
"5572" 2015 2 7 41649 3
"5573" 2015 3 12 48317 1
"5574" 2013 2 8 50635 5
"5575" 2015 3 11 8599 10
"5576" 2015 1 3 11615 12
"5577" 2015 2 7 39814 32
"5578" 2014 1 5 74743 7
"5579" 2013 1 5 8680 2
"5580" 2014 3 11 8331 4
"5581" 2013 3 11 19984 49
"5582" 2014 2 9 8166 165
"5583" 2013 1 1 11200 120
"5584" 2015 2 8 73260 50
"5585" 2015 3 11 76482 5
"5586" 2014 2 6 31712 51
"5587" 2013 2 8 36632 42
"5588" 2014 1 3 52293 8
"5589" 2014 1 5 7518 11
"5590" 2013 1 4 30276 6
"5591" 2013 1 4 21620 12
"5592" 2014 1 5 9353 152
"5593" 2014 1 4 12821 16
"5594" 2013 1 2 5897 3
"5595" 2014 1 1 11057 4
"5596" 2013 2 6 9273 3
"5597" 2014 3 10 11195 43
"5598" 2015 1 5 8606 50
"5599" 2015 1 5 18370 4
"5600" 2014 2 6 10338 1
"5601" 2013 3 10 39914 54
"5602" 2014 2 8 11448 25
"5603" 2013 2 7 14956 13
"5604" 2014 2 8 34262 87
"5605" 2015 1 1 50831 1
"5606" 2015 2 9 9675 425
"5607" 2015 3 10 6746 6
"5608" 2015 1 1 8504 5
"5609" 2015 1 1 1534 5
"5610" 2015 2 8 36555 14
"5611" 2014 2 7 11507 4800
"5612" 2015 3 11 74776 5
"5613" 2013 2 6 16243 1
"5614" 2013 3 11 6556 10
"5615" 2013 3 12 31598 14
"5616" 2014 1 5 11056 16
"5617" 2015 1 2 17210 2
"5618" 2013 1 4 10050 272
"5619" 2015 2 6 8778 56
"5620" 2013 3 12 48163 13
"5621" 2014 2 8 8331 2
"5622" 2013 1 3 49811 22
"5623" 2013 1 5 16240 1
"5624" 2015 2 7 19940 24
"5625" 2015 1 2 8843 1205
"5626" 2014 1 4 17026 4
"5627" 2014 3 10 12821 16
"5628" 2014 2 7 11616 31
"5629" 2014 2 8 13675 6
"5630" 2013 3 10 34172 46
"5631" 2014 2 7 30468 161
"5632" 2014 2 6 30189 6
"5633" 2014 3 10 58374 36
"5634" 2015 1 4 12578 23
"5635" 2014 3 12 8899 13
"5636" 2015 2 7 15197 10
"5637" 2014 1 2 9896 75
"5638" 2013 2 8 9384 47
"5639" 2015 2 8 11623 13
"5640" 2013 2 6 15015 76
"5641" 2014 3 10 45602 100
"5642" 2013 2 6 30461 507
"5643" 2014 2 8 46974 156
"5644" 2015 2 6 11005 3
"5645" 2015 1 5 16143 2
"5646" 2015 2 9 8049 1
"5647" 2014 1 4 10826 6
"5648" 2015 1 2 8554 1
"5649" 2014 3 12 92291 7
"5650" 2013 2 6 14414 840
"5651" 2013 3 11 15032 2
"5652" 2014 1 2 2239 25
"5653" 2013 1 4 7803 31
"5654" 2014 3 10 20461 125
"5655" 2014 3 10 48158 51
"5656" 2015 1 2 8820 22
"5657" 2014 2 9 33121 22
"5658" 2013 3 10 30482 11
"5659" 2015 1 2 8531 5
"5660" 2013 2 6 26754 6
"5661" 2015 1 2 41658 6
"5662" 2014 3 11 52241 8
"5663" 2015 3 10 75485 16
"5664" 2013 1 4 8905 17
"5665" 2013 1 3 8861 16
"5666" 2013 1 1 49428 1
"5667" 2015 3 12 76077 3
"5668" 2014 2 7 18022 1
"5669" 2013 3 11 16357 12
"5670" 2015 2 7 76568 1
"5671" 2014 3 10 19645 20
"5672" 2015 3 10 8598 1
"5673" 2015 2 6 13650 68
"5674" 2013 3 10 19333 40
"5675" 2013 3 10 58285 288
"5676" 2014 1 2 8817 1640
"5677" 2015 3 10 76192 6
"5678" 2013 2 6 8085 4
"5679" 2014 2 9 8773 85
"5680" 2013 1 2 8997 13
"5681" 2014 2 9 39908 101
"5682" 2013 3 10 10966 2
"5683" 2014 1 2 11622 80
"5684" 2013 2 9 48143 24
"5685" 2015 2 6 8615 32
"5686" 2015 1 2 8219 32
"5687" 2014 1 3 8861 6
"5688" 2014 3 10 12094 61
"5689" 2013 3 10 9861 31
"5690" 2014 2 9 73035 2750
"5691" 2014 1 4 35320 4
"5692" 2013 3 12 8561 59
"5693" 2015 3 12 14958 5
"5694" 2014 3 10 11278 2
"5695" 2015 1 3 10387 7
"5696" 2014 1 4 7517 2
"5697" 2014 2 7 11069 27
"5698" 2013 2 6 22426 75
"5699" 2013 1 3 36555 82
"5700" 2014 1 1 31721 170
"5701" 2013 2 7 48235 189
"5702" 2015 3 11 75506 391
"5703" 2015 2 8 58304 54
"5704" 2015 2 9 8882 21
"5705" 2013 1 4 92291 9
"5706" 2014 1 3 52250 4
"5707" 2015 3 12 22509 1
"5708" 2013 1 3 8778 23
"5709" 2013 2 7 37060 199
"5710" 2015 1 2 7512 1
"5711" 2015 1 5 60471 4
"5712" 2015 2 8 50223 10
"5713" 2013 2 6 17053 14
"5714" 2014 1 3 8154 142
"5715" 2015 2 7 7640 5
"5716" 2014 3 10 11782 17
"5717" 2013 3 11 20001 44
"5718" 2014 1 2 34811 3
"5719" 2013 2 6 8901 3
"5720" 2014 2 7 12171 2
"5721" 2013 2 8 13343 1
"5722" 2015 1 3 12305 7
"5723" 2014 1 4 12947 1
"5724" 2013 3 10 19645 9
"5725" 2014 2 6 26754 2
"5726" 2015 1 3 19942 19
"5727" 2015 3 11 10560 2
"5728" 2015 2 9 8965 41
"5729" 2014 2 6 10341 4
"5730" 2014 3 12 11979 321
"5731" 2013 3 11 52241 27
"5732" 2013 2 7 73124 4
"5733" 2015 2 9 92291 19
"5734" 2014 1 5 58324 150
"5735" 2013 2 9 20569 2
"5736" 2013 1 5 58418 100
"5737" 2015 2 9 20787 23
"5738" 2014 2 6 13650 56
"5739" 2015 3 11 13677 6
"5740" 2015 3 12 12127 4
"5741" 2013 1 1 1794 2
"5742" 2014 1 4 8931 18
"5743" 2013 2 8 20811 38
"5744" 2013 1 5 9765 151
"5745" 2013 2 6 57445 23
"5746" 2014 3 11 48285 290
"5747" 2015 2 9 11507 4000
"5748" 2014 1 4 50222 10
"5749" 2015 1 2 11050 4
"5750" 2014 3 11 8600 9
"5751" 2013 3 12 8956 40
"5752" 2013 3 12 31724 174
"5753" 2013 2 6 12439 129
"5754" 2014 1 1 9769 201
"5755" 2013 1 2 17029 8
"5756" 2015 2 7 19462 184
"5757" 2015 1 4 10826 7
"5758" 2013 3 12 9065 8
"5759" 2014 2 9 15331 1
"5760" 2013 1 5 39978 5
"5761" 2015 2 7 11994 5
"5762" 2013 1 4 20787 35
"5763" 2014 1 4 52320 5
"5764" 2015 1 4 7517 5
"5765" 2013 1 4 13150 1
"5766" 2013 3 12 45810 12215
"5767" 2014 2 6 11732 11
"5768" 2013 3 12 1774 249
"5769" 2014 3 12 10588 4
"5770" 2015 2 9 15331 6
"5771" 2013 2 6 22509 15
"5772" 2013 3 11 8803 7
"5773" 2014 3 11 8912 138
"5774" 2013 1 1 11074 1
"5775" 2013 1 3 8154 331
"5776" 2013 2 9 9766 6
"5777" 2014 3 11 34282 30
"5778" 2014 2 6 12439 68
"5779" 2015 1 2 34811 4
"5780" 2014 1 4 8619 3
"5781" 2013 2 7 12171 3
"5782" 2015 1 5 58324 65
"5783" 2014 3 11 57445 115
"5784" 2015 3 10 76564 3
"5785" 2013 2 6 21381 1
"5786" 2014 3 11 18384 467
"5787" 2014 2 8 13343 4
"5788" 2013 3 11 8600 17
"5789" 2013 1 5 11096 17
"5790" 2015 1 5 31649 300
"5791" 2013 2 6 12127 15
"5792" 2015 1 1 9457 69
"5793" 2014 1 3 58018 5
"5794" 2013 3 12 9772 10
"5795" 2015 3 12 9585 6
"5796" 2013 1 5 8554 2
"5797" 2014 2 8 36506 38
"5798" 2013 2 6 8818 1076
"5799" 2015 2 6 7513 5
"5800" 2015 2 7 17029 9
"5801" 2015 1 4 8021 167
"5802" 2015 3 12 8878 24
"5803" 2014 1 5 8663 15
"5804" 2013 1 5 74760 7
"5805" 2015 1 3 52276 62
"5806" 2015 2 7 8061 3
"5807" 2014 3 11 87286 4
"5808" 2015 3 12 92287 2
"5809" 2014 3 12 58305 661
"5810" 2014 2 7 13843 14
"5811" 2015 3 11 48244 32
"5812" 2015 1 5 8005 12
"5813" 2014 3 12 47001 97
"5814" 2013 1 4 51378 20
"5815" 2015 3 10 48303 6
"5816" 2015 3 12 20448 48
"5817" 2014 3 10 1337 5
"5818" 2014 1 2 47022 4
"5819" 2013 1 5 19466 16
"5820" 2014 2 9 48023 5
"5821" 2014 2 8 92467 1
"5822" 2013 2 6 10790 6
"5823" 2014 1 3 13799 9
"5824" 2014 2 6 9339 45
"5825" 2015 2 9 31126 77
"5826" 2015 2 9 13791 102
"5827" 2014 2 9 8272 6
"5828" 2013 3 10 37060 181
"5829" 2014 1 5 51806 26
"5830" 2013 1 2 6026 16
"5831" 2013 3 10 58308 279
"5832" 2014 1 5 31703 850
"5833" 2014 3 11 51803 91
"5834" 2014 2 9 32374 11
"5835" 2013 1 4 9761 307
"5836" 2015 3 10 21456 150
"5837" 2015 2 9 16307 13
"5838" 2014 1 4 48241 7
"5839" 2014 1 3 17085 2549
"5840" 2015 2 7 41755 32
"5841" 2014 1 3 50673 39
"5842" 2013 2 8 58418 100
"5843" 2014 1 3 13773 13
"5844" 2015 3 12 49811 1
"5845" 2015 2 9 13502 2
"5846" 2013 1 5 31551 20
"5847" 2015 3 10 50819 1760
"5848" 2015 1 4 9375 22
"5849" 2014 2 6 18018 3
"5850" 2015 1 3 9096 103
"5851" 2014 3 10 44783 7039
"5852" 2015 3 12 48606 18
"5853" 2014 3 12 8272 32
"5854" 2015 3 11 75486 1
"5855" 2014 2 9 8899 26
"5856" 2013 3 10 12045 164
"5857" 2015 3 11 9515 18
"5858" 2014 3 10 30843 174
"5859" 2015 1 4 55555 20
"5860" 2013 3 10 48255 7
"5861" 2015 3 11 73259 420
"5862" 2014 1 1 11266 2
"5863" 2015 2 8 1341 2
"5864" 2014 1 1 15096 67
"5865" 2015 3 10 12199 3
"5866" 2015 2 7 10972 1
"5867" 2013 1 2 48931 35
"5868" 2015 1 3 80148 7
"5869" 2015 3 12 20050 1
"5870" 2013 3 10 60246 10
"5871" 2015 3 11 13345 49
"5872" 2014 3 11 34262 5
"5873" 2013 2 8 50735 1117
"5874" 2013 3 11 12118 8
"5875" 2013 3 10 41491 40
"5876" 2015 2 6 12004 1
"5877" 2013 2 8 9467 4
"5878" 2014 3 10 47010 5
"5879" 2015 2 8 17053 6
"5880" 2013 3 12 19427 9
"5881" 2014 3 10 15337 1
"5882" 2014 1 4 15340 2
"5883" 2014 2 8 9931 248
"5884" 2013 2 6 53140 17
"5885" 2013 2 7 7505 -43
"5886" 2014 3 11 18012 82
"5887" 2015 1 1 72849 6
"5888" 2014 3 12 15328 1
"5889" 2015 3 12 8543 6
"5890" 2013 2 6 8672 2
"5891" 2015 1 4 407 70
"5892" 2014 3 11 8935 0
"5893" 2014 2 8 50515 1
"5894" 2013 1 1 16052 139
"5895" 2013 2 9 11060 100
"5896" 2013 2 9 31621 52
"5897" 2015 2 7 11971 0
"5898" 2014 2 9 8693 6
"5899" 2014 1 2 12521 6
"5900" 2013 1 4 10966 5
"5901" 2013 1 4 74707 106
"5902" 2014 1 5 8829 150
"5903" 2014 2 6 19332 5
"5904" 2015 1 2 9444 54
"5905" 2013 1 5 16841 24
"5906" 2014 1 1 8727 119
"5907" 2015 1 5 17059 17
"5908" 2015 3 11 9203 4
"5909" 2013 1 4 48381 6
"5910" 2013 1 5 12327 41
"5911" 2013 2 7 19410 1
"5912" 2015 1 3 19464 102
"5913" 2015 2 8 49353 30
"5914" 2013 2 6 8875 100
"5915" 2015 2 7 12993 6
"5916" 2015 2 6 8887 78
"5917" 2013 2 6 73246 22
"5918" 2015 2 8 8082 2
"5919" 2015 2 9 28212 2
"5920" 2015 1 1 11707 24
"5921" 2014 3 12 12414 132
"5922" 2013 1 5 58398 84
"5923" 2015 1 2 92461 3
"5924" 2015 1 4 41649 1
"5925" 2014 3 10 48925 531
"5926" 2014 2 6 50693 166
"5927" 2013 1 3 19764 34
"5928" 2013 3 11 9470 3
"5929" 2015 1 2 11986 13
"5930" 2013 1 3 8881 14
"5931" 2013 1 3 74743 1
"5932" 2013 2 8 74777 9
"5933" 2015 3 10 13799 14
"5934" 2015 3 10 31111 795
"5935" 2013 3 12 50473 24
"5936" 2014 1 2 8694 2
"5937" 2013 1 5 48142 73
"5938" 2015 1 4 23255 6
"5939" 2014 2 9 15325 2
"5940" 2014 1 3 31712 26
"5941" 2014 2 7 44889 700
"5942" 2015 1 3 9411 179
"5943" 2013 1 1 92279 6
"5944" 2015 3 11 34135 152
"5945" 2014 1 3 9946 3
"5946" 2013 1 2 9747 4
"5947" 2014 2 7 12821 7
"5948" 2013 1 3 9399 139
"5949" 2013 1 1 19942 33
"5950" 2014 2 7 15048 52
"5951" 2015 1 1 13619 8
"5952" 2013 1 5 36632 45
"5953" 2013 2 7 20721 8
"5954" 2015 3 11 15077 1
"5955" 2014 1 4 50242 269
"5956" 2013 1 4 11072 22
"5957" 2015 2 7 19734 6
"5958" 2015 1 2 9865 488
"5959" 2013 1 2 74719 1
"5960" 2013 1 5 19334 3
"5961" 2014 1 1 91011 1
"5962" 2013 2 8 1441 1
"5963" 2013 2 6 15038 48
"5964" 2015 3 12 48211 49
"5965" 2015 1 2 20519 3
"5966" 2013 2 6 15330 5
"5967" 2013 2 7 32374 13
"5968" 2015 1 3 12923 10
"5969" 2013 2 8 31654 250
"5970" 2015 2 6 10381 5
"5971" 2014 1 3 9969 5
"5972" 2013 2 7 47050 14
"5973" 2015 1 5 8921 148
"5974" 2014 2 8 51803 83
"5975" 2014 2 6 10361 8
"5976" 2014 1 3 52296 3
"5977" 2013 3 11 31634 30
"5978" 2014 3 11 36492 72
"5979" 2014 2 9 35116 1
"5980" 2014 2 6 57431 1
"5981" 2014 1 4 9804 883
"5982" 2014 2 7 8075 5
"5983" 2014 2 6 44842 200
"5984" 2013 2 7 4385 8
"5985" 2014 1 2 8983 46
"5986" 2015 3 10 19650 34
"5987" 2015 2 6 31277 1
"5988" 2013 1 3 9903 335
"5989" 2014 1 3 48383 109
"5990" 2014 1 4 9910 495
"5991" 2014 3 12 76579 5
"5992" 2013 2 9 12345 31
"5993" 2013 1 3 52230 1
"5994" 2013 3 11 18355 14
"5995" 2013 2 9 8229 46
"5996" 2015 2 9 11985 10
"5997" 2015 2 8 8792 3
"5998" 2013 1 5 15049 21
"5999" 2014 3 12 9901 35
"6000" 2014 1 2 52246 1
"6001" 2013 2 6 11812 1
"6002" 2014 3 10 10909 3
"6003" 2014 2 7 76562 13
"6004" 2013 2 7 41829 215
"6005" 2013 1 1 30115 2
"6006" 2014 1 4 34135 67
"6007" 2015 3 10 12282 5
"6008" 2014 1 5 14594 1
"6009" 2014 3 10 8284 134
"6010" 2014 1 4 8911 12
"6011" 2014 2 9 31661 3
"6012" 2014 3 12 1534 1
"6013" 2015 1 2 9049 13
"6014" 2014 2 9 13330 12
"6015" 2013 2 7 21640 2
"6016" 2015 1 2 11356 0
"6017" 2014 2 9 48046 2
"6018" 2015 2 6 9800 848
"6019" 2015 3 12 8277 118
"6020" 2013 2 8 92295 1
"6021" 2015 2 6 1725 9
"6022" 2013 2 6 60219 23
"6023" 2014 3 10 11616 71
"6024" 2013 1 2 12478 72
"6025" 2013 1 4 6618 5
"6026" 2015 2 8 41275 3
"6027" 2013 3 11 10784 4
"6028" 2013 1 3 9794 55
"6029" 2014 1 4 10511 1
"6030" 2014 2 9 58302 82
"6031" 2013 1 1 15053 136
"6032" 2013 1 2 8857 447
"6033" 2013 2 8 10778 15
"6034" 2013 2 6 11105 3
"6035" 2014 3 11 48972 289
"6036" 2013 1 2 8519 5
"6037" 2013 3 12 11063 26
"6038" 2013 1 4 6930 48
"6039" 2013 2 9 11057 31
"6040" 2014 1 3 46966 261
"6041" 2013 1 1 12199 8
"6042" 2015 1 5 20285 4
"6043" 2014 3 10 58400 55
"6044" 2013 2 7 11862 3
"6045" 2014 1 4 9203 2
"6046" 2013 1 5 10386 20
"6047" 2015 2 9 79447 483
"6048" 2014 1 2 53139 4
"6049" 2015 1 2 52086 41
"6050" 2014 1 3 47985 16
"6051" 2013 1 3 18851 68
"6052" 2015 3 12 74743 3
"6053" 2014 2 8 9247 11
"6054" 2015 2 8 9708 8
"6055" 2015 2 8 8085 36
"6056" 2014 2 7 47010 16
"6057" 2014 1 5 8566 1
"6058" 2015 1 2 31608 353
"6059" 2014 1 2 15037 4
"6060" 2014 1 2 8090 2
"6061" 2015 2 6 7576 81
"6062" 2013 2 7 17209 11
"6063" 2013 1 1 49196 141
"6064" 2015 1 1 10396 5
"6065" 2013 3 11 11096 18
"6066" 2015 1 5 11941 17
"6067" 2015 1 4 36511 1
"6068" 2015 2 8 10913 1
"6069" 2014 1 4 10199 34
"6070" 2014 3 11 9851 176
"6071" 2014 3 12 13330 71
"6072" 2014 1 4 9515 13
"6073" 2015 1 1 6589 11
"6074" 2014 2 8 46479 501
"6075" 2014 1 4 31653 16
"6076" 2013 1 2 39926 64
"6077" 2015 3 10 8661 14
"6078" 2015 2 6 58416 300
"6079" 2013 2 6 15012 32
"6080" 2013 1 4 9340 83
"6081" 2014 2 8 30120 6
"6082" 2013 1 1 45810 4555
"6083" 2014 3 12 17060 22
"6084" 2013 1 2 50242 278
"6085" 2015 1 5 11234 20
"6086" 2014 2 8 8826 403
"6087" 2013 3 10 11862 1
"6088" 2015 3 11 44835 121
"6089" 2014 3 11 11955 165
"6090" 2013 3 10 41829 200
"6091" 2014 2 8 8935 1
"6092" 2014 1 5 9273 9
"6093" 2015 3 12 20763 12
"6094" 2013 1 3 41493 10
"6095" 2014 1 3 49359 2
"6096" 2013 2 8 49822 5
"6097" 2014 2 7 9675 160
"6098" 2015 3 10 8552 21
"6099" 2013 3 10 47050 10
"6100" 2014 1 5 87286 1
"6101" 2013 1 3 72851 52
"6102" 2013 2 9 20025 21
"6103" 2014 1 2 19634 18
"6104" 2015 2 8 20385 59
"6105" 2013 2 7 12672 330
"6106" 2013 1 1 19650 50
"6107" 2015 1 1 8999 1
"6108" 2014 2 9 12414 100
"6109" 2014 1 1 31598 5
"6110" 2014 2 8 48972 389
"6111" 2013 2 7 33124 1
"6112" 2013 2 9 11555 850
"6113" 2015 3 10 12382 4
"6114" 2014 3 10 8679 1
"6115" 2013 2 9 19427 4
"6116" 2014 3 12 8876 5
"6117" 2014 1 3 38101 1
"6118" 2013 3 10 20518 1
"6119" 2015 3 11 10826 21
"6120" 2015 3 11 76090 1
"6121" 2015 3 10 41828 695
"6122" 2013 2 6 1902 1
"6123" 2013 1 2 46982 18
"6124" 2013 3 11 12722 11
"6125" 2015 1 1 41491 20
"6126" 2015 2 6 36541 49
"6127" 2014 1 2 15146 125
"6128" 2014 3 12 73138 59
"6129" 2014 2 9 30482 15
"6130" 2015 3 11 75088 1
"6131" 2013 1 3 13624 7
"6132" 2013 2 7 34252 3
"6133" 2015 2 6 12737 3
"6134" 2015 1 2 60261 1
"6135" 2013 1 3 8277 119
"6136" 2015 1 3 12133 88
"6137" 2015 1 4 10374 3
"6138" 2014 3 10 35320 3
"6139" 2015 2 6 8283 1
"6140" 2013 2 7 8816 142
"6141" 2014 2 9 14956 11
"6142" 2013 1 3 31643 10
"6143" 2015 3 10 12803 137
"6144" 2015 3 10 30115 3
"6145" 2014 1 5 8145 23
"6146" 2013 1 1 19338 15
"6147" 2015 1 2 30294 2
"6148" 2013 3 10 13150 13
"6149" 2013 1 1 31632 147
"6150" 2014 3 10 76562 5
"6151" 2014 1 3 21934 0
"6152" 2013 2 7 48255 3
"6153" 2015 3 10 8240 17
"6154" 2015 1 4 9667 9
"6155" 2015 1 3 74778 0
"6156" 2015 2 8 11915 34
"6157" 2014 2 7 18380 9
"6158" 2014 1 5 9745 28
"6159" 2015 3 12 19761 39
"6160" 2015 1 3 10407 7
"6161" 2014 1 1 10665 2
"6162" 2015 2 7 9346 23
"6163" 2015 3 11 73179 169
"6164" 2013 1 2 44835 150
"6165" 2014 2 6 8818 1197
"6166" 2015 2 7 92283 3
"6167" 2013 1 1 54151 150
"6168" 2014 2 9 9394 386
"6169" 2013 2 9 10954 2
"6170" 2013 3 11 36632 41
"6171" 2015 1 2 8737 12
"6172" 2013 1 4 20521 2
"6173" 2015 1 3 9906 81
"6174" 2014 3 10 1231 7
"6175" 2013 2 8 13715 18
"6176" 2013 3 12 16307 18
"6177" 2015 3 11 11722 195
"6178" 2014 2 9 8089 88
"6179" 2013 1 1 8784 13
"6180" 2014 2 9 31793 544
"6181" 2014 2 6 48274 1
"6182" 2015 2 8 6064 14
"6183" 2014 2 7 52254 1
"6184" 2014 2 9 9792 4
"6185" 2014 3 12 18371 18
"6186" 2014 3 12 13333 49
"6187" 2014 3 10 13714 160
"6188" 2015 1 5 8008 17
"6189" 2015 1 5 12336 9
"6190" 2013 2 6 41653 6
"6191" 2013 1 3 48231 60
"6192" 2015 2 9 41717 55
"6193" 2014 1 1 50473 20
"6194" 2015 3 10 49010 42
"6195" 2014 2 7 19691 9
"6196" 2015 2 8 13618 180
"6197" 2015 1 4 74742 2
"6198" 2015 2 9 16599 14
"6199" 2014 2 6 48383 9
"6200" 2014 2 7 1729 50
"6201" 2015 1 2 19620 20
"6202" 2015 2 6 78708 2
"6203" 2013 2 7 74707 92
"6204" 2013 2 8 18381 20
"6205" 2015 2 8 28065 18
"6206" 2014 1 1 52285 1
"6207" 2015 1 2 52292 25
"6208" 2013 2 6 8566 5
"6209" 2014 3 11 15805 20
"6210" 2014 3 10 10488 2
"6211" 2015 3 11 9910 633
"6212" 2013 1 5 19463 160
"6213" 2013 1 4 10943 1
"6214" 2013 1 1 17211 44
"6215" 2014 1 5 11059 276
"6216" 2014 2 8 11554 501
"6217" 2014 2 7 58208 223
"6218" 2014 1 1 8020 85
"6219" 2013 2 6 19761 50
"6220" 2015 3 12 8672 2
"6221" 2014 1 2 10314 2
"6222" 2015 2 7 19943 40
"6223" 2015 1 4 51808 12
"6224" 2015 2 6 20079 44
"6225" 2015 3 11 8021 638
"6226" 2013 3 12 18010 92
"6227" 2013 1 3 49814 2
"6228" 2015 1 4 8559 38
"6229" 2015 2 8 11620 3
"6230" 2014 2 7 17066 1
"6231" 2014 1 3 8240 24
"6232" 2013 3 12 34160 25
"6233" 2013 1 3 9402 100
"6234" 2013 1 2 11061 18
"6235" 2015 2 8 72848 88
"6236" 2014 3 10 15629 4
"6237" 2015 2 7 8825 34
"6238" 2013 3 11 34007 6
"6239" 2013 1 5 8809 162
"6240" 2014 1 2 8087 2
"6241" 2014 3 12 15145 86
"6242" 2014 2 8 31640 50
"6243" 2014 1 3 31606 130
"6244" 2014 2 6 10859 43
"6245" 2015 1 5 54477 8
"6246" 2013 3 11 12327 83
"6247" 2015 3 12 74720 1
"6248" 2013 3 11 817 36
"6249" 2013 1 3 11105 5
"6250" 2015 2 6 9408 62
"6251" 2013 2 7 8922 78
"6252" 2013 1 2 9249 6
"6253" 2014 1 4 50820 6
"6254" 2014 3 11 11056 6
"6255" 2013 2 7 48149 2
"6256" 2014 2 9 58013 6
"6257" 2013 1 4 48384 33
"6258" 2015 1 5 45712 200
"6259" 2015 2 9 74727 -2
"6260" 2013 2 9 58336 50
"6261" 2015 2 8 50667 7
"6262" 2013 3 12 11243 5
"6263" 2015 3 11 12060 4
"6264" 2013 1 5 49510 10
"6265" 2013 3 12 30476 36
"6266" 2014 2 6 47985 5
"6267" 2014 2 8 20522 196
"6268" 2014 1 5 34282 17
"6269" 2014 2 7 12088 40
"6270" 2015 1 1 9397 11
"6271" 2013 1 4 41829 450
"6272" 2014 1 4 19648 20
"6273" 2015 3 10 9866 3675
"6274" 2013 2 8 8760 -9
